"ID","Title","Case ID","Comment","Defects","Plan","Status","Tested By"
"T97373621","Reordering Sonos Playlist Items","C35106709","Samsung Galaxy A73 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Trang Nguyen."
"T97373622","Programmed Stations Cannot Be Added to Sonos Playlist from Now Playing","C35106711","Samsung Galaxy A73 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Trang Nguyen."
"T97373623","Create New Sonos Playlist from Now Playing","C35106712","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373624","Add a Track to an Existing Sonos Playlist from Now Playing","C35106713","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373625","New Sonos Playlist Appear in Recently Added","C35106715","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373626","Sonos Playlist Empty State","C35106716","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373627","Creating A New Sonos Playlist from Sonos Favorites","C35106717","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373628","Create New Sonos Playlist from an Existing Playlist","C35106720","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373629","Add an Episode to an Existing Sonos Playlist","C35106721","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373630","Add a Sonos Playlist to Itself Multiple Times","C35156862","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373274","‘Your Services’ swimlane displays all content services available","C33834095","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373275","‘Your Services’ swimlane displays a “+” Add Services button","C33834096","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373284","Get to “Service Home” from the Home page via “Your Services”","C33834800","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373285","Get to “Service Home” from the Search page via “Your Services”","C33834801","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373286","The Service Home page has a header","C33834803","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373287","The Service Home page has a button to switch user accounts in the HH","C33834804","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373288","(SMAPI Browse services) Service content lists/folders displayed via list view","C33834825","CP-7536 - [Amazon Music] Missing container icon provided by the service

Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","CP-7536","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373289","Get to the Container View from Service Home","C33834826","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373290","Get to the Container View from container folders “>” button","C33834828","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373291","Container View page has a header","C33834870","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373292","On the Container View page the name of the container is displayed","C33834871","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373293","Containers are presented in the format specified by partners","C33834872","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373320","'View All' Grid -should display 'Explicit' content Badging","C33839535","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373294","Various Hero View content types are browsable","C33834873","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373566","Can play content from Content Hero View","C34528380","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373295","Various content types display the Hero View presentation","C33834874","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373296","Content header contains a Content image hero asset","C33834875","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373297","Content header contains a Content title","C33834876","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373298","Content header Header description","C33834878","Bypassed with minor bug PMA-19319 Android] Hero View Content Header Description doesn't show """"More"""" link for full description

Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373299","Different Header content actions are displayed based on content type","C33834879","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373300","Different Header metadata based on the content type is displayed","C33834880","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373301","Different Content Detail based on content type is displayed","C33834881","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373303","List Item should display 'Histogram' icon for content that is being played","C33838627","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373304","List Item should display 'Explicit' content badging","C33838628","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373322","Display the local music library home in list view","C33841500","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373323","Display the selection in this order with the icon on the left : Artist, Albums, Composers, Genres, Songs, Imported Playlists, Folders","C33841501","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373324","Tapping on 'Artists' opens up container in list view","C33841502","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373325","Tapping on 'Albums' opens up container in list view","C33841503","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373326","Tapping on 'Composers' opens up container in list view","C33841504","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373327","Tapping on 'Songs' opens up 'Playlist' HeroView","C33841632","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373328","Tapping on 'Genres' opens up container in list view","C33841633","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373329","Tapping on 'Imported Playlists' opens up container in list view","C33841634","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373330","Tapping on 'Folders' opens up container in list view","C33841635","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373331","Local Library option will only show up for the HH's with local music (Music Library)","C33904026","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373332","Display the HH's available input Line-In source in list view","C33904027","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373333","Line-In option will only show up for the HH with Line-In capable products","C33904028","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373424","Play an Album from Content Hero View","C34375845","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373425","Play a Playlist from Content Hero View","C34375846","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373426","Play a Station from Content Hero View","C34375847","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373427","Play an Artist from Content Hero View","C34375848","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373428","Play content from Recently Played","C34375849","PMA-19142: Something went wrong message when playing Apple Music stations from Recently Played

Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","PMA-19142","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373450","Display the Service icon and Service name on the left","C34380402","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373451","For multiple accounts, CTA dropdown for Account selection","C34380403","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373452","SMAPI Service Home layout List-View","C34380404","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373453","Playlists","C34380405","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373454","Stations","C34380406","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373455","Charts","C34380407","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373456","Recommended","C34380408","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373457","New","C34380409","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373458","My Music","C34380410","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373412","Play an Album from Content Hero View","C34375805","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373413","Play a Playlist from Content Hero View","C34375806","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373414","Play a Station from Content Hero View","C34375807","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373415","Play an Artist from Content Hero View","C34375808","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373416","Play an Episode from Content Hero View","C34375809","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373496","Display the Service icon and Service name on the left","C34381349","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373497","For multiple accounts, CTA dropdown for Account selection","C34381350","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373499","SMAPI Service Home layout Library List-View","C34381352","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373500","Library - Artists","C34381354","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373501","Library - Albums","C34381355","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373502","Library - Songs","C34381356","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373503","Library - Playlists","C34381357","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373504","Library - Recently Added","C34381358","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373505","Content Swimlanes - Components","C34381359","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373506","Content Swimlanes - Content","C34381360","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373442","Play an Album from Content Hero View","C34376436","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373443","Play a Playlist from Content Hero View","C34376437","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373444","Play an Artist from Content Hero View","C34376438","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373411","Play an Album from Content Hero View","C34375799","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373600","Play a Track from Search","C35004333","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373429","Play a Playlist from Content Hero View","C34375850","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373431","Play an Artist from Content Hero View","C34375852","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373432","Play content from Recently Played","C34375853","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373433","Play an Album from Content Hero View","C34375854","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373435","Play an Artist from Content Hero View","C34375856","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373434","Play a Playlist from Content Hero View","C34375855","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373430","Play a Station from Content Hero View","C34375851","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
